author,comment,"Labeling (1=Pro 2=Kontra, 3=Netral)",likeCount,replyCount,publishedAt,cleaning
@dedimuliadi9830,Buat menyengsarakan rakyat.ikn oleh penguasa..,2,0,0,2023-06-26T08:07:52Z,Buat menyengsarakan rakyat ikn oleh penguasa
@syamrashaqila1418,Kami warga Kalimantan utara,3,0,0,2023-06-26T07:06:47Z,Kami warga Kalimantan utara
@syamrashaqila1418,Sepakat ke Kalimantan. Biar ekonominya makin melunjak,1,0,0,2023-06-26T07:06:09Z,Sepakat ke Kalimantan Biar ekonominya makin melonjak
@Fss533,"Saya sangat berterimakasih pada chanel ini,.  Penjelasan sangat enak dan mudah dipahami.. 🙏🙏..",1,0,0,2023-06-26T05:14:30Z,Saya sangat berterimakasih pada chanel ini  Penjelasan sangat enak dan mudah dipahami
@anaktuhan3509,"saya setuju dengan pembangunan ini, asalkan tidak dikorupsikan",1,0,0,2023-06-26T04:03:49Z,saya setuju dengan pembangunan ini asalkan tidak dikorupsikan
@NurAini-zz1zs,Hebat pak Jokowi    Ter wujut cita2 ibu kota baru    tapi sayang  agak telat.   Karna uang di koropsi   DPR     kejam kau DPR     naik gajipun  seperti uang jajan anak kecil  emang NKRI punya nenek moyang Lo    setan Lo,2,0,0,2023-06-26T03:46:53Z,Hebat pak Jokowi    Terwujud cita ibu kota baru    tapi sayang  agak telat   Karna uang di koropsi   DPR     kejam kau DPR     naik gajipun  seperti uang jajan anak kecil  emang NKRI punya nenek moyang anda   setan anda
@jlee0408,Tpi kan hanya konsep?<br>Aslinya..?<br><br>Sudah2lah...kerjaan ujung2nya numpukin koruptor2 nambah berjamur....<br>Haaaah...kesal klo bahas ini2 lg...<br>Otak jdi gak berkembang...,2,0,0,2023-06-26T03:43:27Z,Tapi kan hanya konsep Aslinya Sudahlah kerjaan ujungnya numpukin koruptor nambah berjamur Hah kesal kalau bahas ini lagi Otak jadi tidak berkembang
@NurAini-zz1zs,Mantap  di Jawa terlalu padat     semoga yg tak senang    lama2 senang juga    bangga dong    dari pada uang di koropsi   DPR   emas juga di koropsi   menjijikan,1,0,0,2023-06-26T03:42:58Z,Mantap  di Jawa terlalu padat     semoga yang tidak senang    lama senang juga    bangga dong    dari pada uang di koropsi   DPR   emas juga di koropsi   menjijikan
@heman8252,JAKARTA  AKAN  MENJADI  DAERAH  KHUSUS  PUSAT  BISNIS DAN PERDAGANGAN  INDONESIA (   DKPBPI ),2,0,0,2023-06-26T03:14:47Z,JAKARTA  AKAN  MENJADI  DAERAH  KHUSUS  PUSAT  BISNIS DAN PERDAGANGAN  INDONESIA    DKPBPI
@vorzagaming3230,kalimantan adalah kunci,1,0,0,2023-06-26T01:57:27Z,kalimantan adalah kunci
@haruharu9948,palingan di korupsi,2,0,0,2023-06-26T00:30:47Z,palingan di korupsi
@UntungSPage,"K E R E N,semoga terealisasikan",1,0,0,2023-06-25T06:54:01Z,keren semoga terealisasikan
@sarieistiyanto9014,"Judulnya buat apa pindah ibukota? Seperti pertanyaan anak kecil,padahal tau jakarta sudah tidak layak untuk hunian,banjir kemacetan yg parah ,akibat macet kerugian pertahun hampir 10 triliyun per tahun,polusi,dan permukaan tanahnya tiap tahun turun,di prediksi thn 2045 malah akan tenggelam,itu pertimbangan cerdas pak jokowi bangun ibukota baru,masih nanya lagi ,untuk apa buat ibukota baru ?",1,0,0,2023-06-25T05:26:56Z,Judulnya buat apa pindah ibukota Seperti pertanyaan anak kecil padahal tau jakarta sudah tidak layak untuk hunian banjir kemacetan yang parah akibat macet kerugian pertahun hampir  triliun per tahun polusi dan permukaan tanahnya tiap tahun turun diprediksi tahun  malah akan tenggelam itu pertimbangan cerdas pak jokowi bangun ibu kota baru masih nanya lagi untuk apa buat ibukota baru
@AkangAbi,"Ga penting sih, hutang negara aja msh gede. Rakyat aja msh banyak yg miskin. Nanti hutan d kalimantan akan banyak dirombak jadi kota. Paru2 dunia akan semakin berkurang. Belum lg pembangunan ulang yg pasti memakan biaya besar. Biaya kotak  pemilu aja dipangkas besar, jadi cuma kotak dus.",2,0,0,2023-06-25T03:58:29Z,tidak penting sih hutang negara saja masih besar Rakyat saja masih banyak yang miskin Nanti hutan di kalimantan akan banyak dirombak jadi kota Paru dunia akan semakin berkurang Belum lagi pembangunan ulang yang pasti memakan biaya besar Biaya kotak  pemilu aja dipangkas besar jadi cuma kotak dus
@iqbalshownchanell5623,Doakan yg terbaik ajah buat negri ini....asal jgn korbanin hutan yg bs merusak alam dan ekosistem..bakal dampak ke semua makhluk...,3,0,0,2023-06-24T13:04:40Z,Doakan yang terbaik saja buat negeri ini asal jangan korbanin hutan yang bisa merusak alam dan ekosistem bakal dampak ke semua makhluk
@fajarnursalim80,Biar ormas real madrid ga bisa rusakin fasilitas negara lagi pak,1,0,0,2023-06-24T11:44:02Z,Biar ormas real madrid tidak bisa rusakin fasilitas negara lagi pak
@jason0460,Jakarta sudah terlalu kumuh untuk dijadikan ibukota layak sekali pindah ke kalimantan,1,0,0,2023-06-24T10:56:41Z,Jakarta sudah terlalu kumuh untuk dijadikan ibukota layak sekali pindah ke kalimantan
@kuli_panggul.,jangan sampek si anis jadi president nempatin ikn disana,2,0,0,2023-06-24T10:04:53Z,jangan sampek si anies jadi presiden nempatin ikn disana
@gegammer6016,"Giliran IKN aja didukung, giliran aset koruptor dirampas aja berbelit, DPR 🗿",2,0,0,2023-06-24T08:59:06Z,Giliran IKN aja didukung giliran aset koruptor dirampas aja berbelit DPR
@syabilyalbani2979,"Jkt terancam tenggelam, gempa<br>Dan kepadatan penduduk yg penuh sesak, hampir 12juta<br>Kalimantan lbh aman dr bencana alam, jg dr segi pemerataan pembangunan",1,0,0,2023-06-24T07:53:28Z,Jakarta terancam tenggelam gempa Dan kepadatan penduduk yang penuh sesak hampir juta Kalimantan lebih aman dari bencana alam juga dari segi pemerataan pembangunan
@ahmadsaid2600,Tt t t tapi kan min jakarta sekarang udah maju ditangan anies baswedan. Bahkan jakarta tidak akan terendam banjir selama 30 abad karena kinerja hebat bapak anies. 2024 all in anies baswedan,3,0,0,2023-06-24T06:34:22Z,tapi kan min jakarta sekarang sudah maju ditangan anies baswedan Bahkan jakarta tidak akan terendam banjir selama  abad karena kinerja hebat bapak anies  all in anies baswedan
@adhipatikliwon9347,Peta Bandung kaya ketuker sama Surabaya,3,0,0,2023-06-24T06:24:43Z,Peta Bandung kaya ketuker sama Surabaya
@ekoprihartono6906,Dananya gimana jadinha,3,0,0,2023-06-24T04:22:48Z,Dananya gimana jadinya
@ObbyLVMy,Apakah pulau Kalimantan akan rame?,3,0,0,2023-06-24T02:20:36Z,Apakah pulau Kalimantan akan rame
@aryapangestu2460,Min bahas dong kenapa setiap di adain program transmigrasi penduduk setempat banyak yg menolak ... dan selalu memicu kekerasan .... apa kota itu bisa besar jika penduduk nya aja sepi .... banyak penduduk perputaran ekonomi makin stabil 😊,3,1,2,2023-06-23T18:50:23Z,Min bahas dong kenapa setiap diadain program transmigrasi penduduk setempat banyak yang menolak  dan selalu memicu kekerasan  apa kota itu bisa besar jika penduduk nya saja sepi  banyak penduduk perputaran ekonomi makin stabil
@wuwucirebon3392,Smoga aja gk mangkrak kaya bandara Majalengka,3,1,0,2023-06-23T18:02:27Z,Semoga saja tidak mangkrak kaya bandara Majalengka
@muhammadrofilin,Mntap,1,0,0,2023-06-23T03:04:31Z,mantap
@afrizalkurniawan2206,"<a href=""https://www.youtube.com/watch?v=9q7ns-RecAo&amp;t=300"">5:00</a> gak harus di tengah untuk merata, sekalipun pusat pemerintahan di papua sana. Itu sudah menjadi tugasnya.",3,1,0,2023-06-22T06:06:06Z,tidak harus di tengah untuk merata sekalipun pusat pemerintahan di papua sana Itu sudah menjadi tugasnya
@halavisca6287,"Bahas pindah IKN harusnya waktu awal² periode dulu, 2014. IKN malah dibahas sekarang waktu hutang negara sedang gila²an. 6000 triliun rupiah utang negara. Kalo pindahin ibukota mau hutang berapa triliun lagi ?? Beresin dulu hutang negara setelah itu baru menghandle IKN.",2,0,0,2023-06-22T04:28:51Z,Bahas pindah IKN harusnya waktu awal periode dulu  IKN malah dibahas sekarang waktu hutang negara sedang gilaan  triliun rupiah utang negara Kalo pindahin ibukota mau hutang berapa triliun lagi  Beresin dulu hutang negara setelah itu baru menghandle IKN
@HandaDai,Buat utang makin banyak,2,0,0,2023-06-21T19:55:03Z,Buat hutang makin banyak
@ririarnisa7186,"Aku s7 bnget ibukota Indonesia pindah di Sepaku Kaltim.Alamnya indah,hutanya lebat dan terjaga.aku oernah tinggal di sana ❤",1,1,0,2023-06-21T11:21:32Z,Aku setuju banget ibukota Indonesia pindah di Sepaku Kaltim Alamnya indah hutanya lebat dan terjaga aku pernah tinggal di sana
@asrie1234,"<b>SEMUGA MAJU TERUS JIRAN TETANGGAKU INDONESIA LAGI BAHAGIA LAGI BAIK2 SAJA, TERINGIN NAK BAWA KERETA DRIVE JALAN2 KE INDONESIA SPT JLN2 KE THAILAND, MUDAH2HAN SEGERA2KAN SATU HARI NANTI INSYAALLAH</b>",1,2,0,2023-06-21T09:42:58Z,SEMoGA MAJU TERUS JIRAN TETANGGAKU INDONESIA LAGI BAHAGIA LAGI BAIK SAJA TERINGIN NAK BAWA KERETA DRIVE JALAN KE INDONESIA SePerTi JaLaN KE THAILAND MUDAHAN SEGERAKAN SATU HARI NANTI INSYA ALLAH
@eyangsepuh7610,"Buat cari duit banyak, bayangkan ribuan hektar lahan dg modal nol rupiah pada gilirannya oleh pengembang di dibangun dg harga selangit, berapa untung yg didapat, masak untungnya nggak dibagi bagi ke rombongan telek mencret",2,0,0,2023-06-19T13:47:44Z,Buat cari duit banyak bayangkan ribuan hektar lahan dengan modal nol rupiah pada gilirannya oleh pengembang dibangun dengan harga selangit berapa untung yang didapat masak untungnya tidak dibagi bagi ke rombongan telek mencret
@gouwkimdjoe2522,"Tujuan Ikn nusantara hanya khusus orang yang paling Politik 🇲🇨 Dan Paling Kaya💰💰💸 yang Layak untuk tinggalin di ikn nusantara 🤣🤣🤣🤣🤣 . Bukan untuk Rakyat miskin 🤕🏚 dari kampung 🏚 dan Pedesaan 🏚 Tapi Khusus orang yang paling kaya Raya 💰💵💶💷💸 dan paling Politik 🇲🇨 yang layak untuk tinggal di ikn nusantara 🤣🤣🤣🤣 . Apalagi ikn nusantara khusus kelas yang Paling Atas, bukan untuk kelas yang paling bawah 🤣🤣🤣🤣 . Apalagi sekitar Jutaan orang miskin 🤕 tinggal di Tempat  kumuh 🏚 di Jakarta, sedangkan orang paling kaya💵💰💸💰 yang tinggal di Jakarta dan Luar Dki Jakarta adalah Paling Layak untuk tinggalin di ikn nusantara karena kelas paling atas💰💰💸 dan untuk kelas paling bawah🏚🤕 dibiarkan tenggemlam di bawah lautan 🌊🐋🐟 oleh pemerintahan Indonesia 🇲🇨🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",2,1,0,2023-06-19T13:18:27Z,Tujuan Ikn nusantara hanya khusus orang yang paling Politik  Dan Paling Kaya yang Layak untuk tinggalin di ikn nusantara   Bukan untuk Rakyat miskin  dari kampung  dan Pedesaan  Tapi Khusus orang yang paling kaya Raya  dan paling Politik  yang layak untuk tinggal di ikn nusantara   Apalagi ikn nusantara khusus kelas yang Paling Atas bukan untuk kelas yang paling bawah   Apalagi sekitar Jutaan orang miskin  tinggal di Tempat  kumuh  di Jakarta sedangkan orang paling kaya yang tinggal di Jakarta dan Luar Dki Jakarta adalah Paling Layak untuk tinggalin di ikn nusantara karena kelas paling atas dan untuk kelas paling bawah dibiarkan tenggelam di bawah lautan  oleh pemerintahan Indonesia
@yaolao-oo7mz,"Sebenernya Pulau Kalimatan, Ssngat bagus buat jadi IBU KOTA.<br><br>Tapi<br>KENYATAANYA ,KONDISI IBU KOTA ,HAMPIR DI NEGARA MANAPUN<br>ITU SANGAT KOTOR.<br>DAN<br>DI DOMINASI WARGA MISKIN.<br>MESKI<br>ADA DEPARTEMEN KEAMANAN<br>TTP SAJA KASUS KRIMINAL ,TERBESAR ADA DI IBU KOTA.<br>KRN<br>PERUT MANUSIA HARUS DI ISI MAKANAN.<br><br>JUGA<br>KERUSAKAN LIKUNGAN, SPT SUNGAI YG DULUNYA BERISI IKAN MENJADI BERISI SAMPAH.<br>YG<br>MENYEBABKAN AIR KOTOR JUGA BERACUN DAN MEMBUNUH IKAN.<br>YG<br>SEBENERNYA BISA MENGISI &quot; PERUT &#39;...ORG - ORG YG KURANG BERUNTUNG.",2,0,0,2023-06-19T13:11:20Z,Sebenernya Pulau Kalimatan Ssngat bagus buat jadi IBU KOTA Tapi KENYATAANYA KONDISI IBU KOTA HAMPIR DI NEGARA MANAPUN ITU SANGAT KOTOR DAN DI DOMINASI WARGA MISKIN MESKI ADA DEPARTEMEN KEAMANAN TeTaP SAJA KASUS KRIMINAL TERBESAR ADA DI IBU KOTA KaReNa PERUT MANUSIA HARUS DI ISI MAKANAN JUGA KERUSAKAN LIKUNGAN SePerTi SUNGAI YanG DULUNYA BERISI IKAN MENJADI BERISI SAMPAH YanG MENYEBABKAN AIR KOTOR JUGA BERACUN DAN MEMBUNUH IKAN YanG SEBENERNYA BISA MENGISI PERUT ORanG  ORangG YanG KURANG BERUNTUNG
@SILVERCoinVSpapermoney,Pilihan bijak saudaraku Indonesia,1,0,0,2023-06-18T03:29:16Z,Pilihan bijak saudaraku Indonesia
@jusufppkn6194,IKN Nusantara adalah salah satu kota terbaik di dunia ❤,1,0,0,2023-06-17T10:04:39Z,IKN Nusantara adalah salah satu kota terbaik di dunia
@Suwarno-og3my,"Pemerataan pembangunan itu  harus,,,,masa pulau  jawa aja yg  di bangun,,  hasil dari kalimantan banyak ,  kayu, batu bara  , gas  ,  dll,   masa uang nx aja utk  p jawa       ,,,,,,,dan jakarta  sdh   multi  komplek,  layak  di pindah,,",1,0,0,2023-06-17T05:14:01Z,Pemerataan pembangunan itu  harus masa pulau  jawa aja yang  di bangun  hasil dari kalimantan banyak   kayu batu bara   gas    dll   masa uang nya saja untuk  pulau jawa       dan jakarta  sudah   multi komplek  layak  di pindah
@loveNKRI623,Seluruh Duta besar negara² lain pun dipindah iya?,3,0,1,2023-06-16T09:51:37Z,Seluruh Duta besar negara lain pun dipindah iya
@ADRIYANpsb_30,Terimakasih info nya😊,3,1,1,2023-06-14T22:06:15Z,Terimakasih info nya
@radhananandika,"Nasib ibu kota negara di Jakarta hingga Jabodetabek dipindah ke Kalimantan, bisa jadi pusat ekonomi dan keuangan global dunia di Indonesia hingga lembaga dunia internasional sekelas New York<br>Nusantara (Ibu kota baru) yang nantinya sebagai pusat administrasi di Indonesia, seperti Washington DC",1,0,0,2023-06-14T05:46:19Z,Nasib ibu kota negara di Jakarta hingga Jabodetabek dipindah ke Kalimantan bisa jadi pusat ekonomi dan keuangan global dunia di Indonesia hingga lembaga dunia internasional sekelas New York Nusantara Ibu kota baru yang nantinya sebagai pusat administrasi di Indonesia seperti Washington DC
@AnnisaRahma-xv6qq,"Asalamualakum waroh matullahi wabarokatuh.Saya bersukur kepada Allah SWT atas pemimdahan IKN Baru.Saya sebagai warga masyarakat KAlTIM yang mengirim calon Nama Ibuko Negara Baru yaitu NUSANTARA  JAYA .Tetapi yang diambil NUSANTARA Dan jayanya ditinggal .Tidak apa semoga kedepan NUSANTARA Di pimpin oleh pemimpin yang   yang sangat Adil dan Bijaksana  sehingga Nusantara menjadi JAYA.Seperti apa yang saya inginkan .Yaitu Nantinya NUNSANTARA Selurugnya akan jaya semua.Maksud Nusantara Semua Wilayah bekas kerajaan MAJAPAHIT Dahulu kala yang berada di wilayah NUSANTARA Semoga bergabung dengan kesadarannya tanpa melewati peperangan untuk menciptakan perdamaian dunia dan semoga pemimpin kedepan bisa membawa pengaruh kepada seluruh dunia untuk bisa memimpim dan memberi contoh kepada seluruh dunia bahwa kepemimpimnan yang baik menurut kehendak Allah SWT  adalah kepemimpinan yang Adil ,Makmur,,sejahtra,Damai,Sentosa dan rakyatnya rukun baik dibidang agama atau pun Agama.Masyarakatnya semoga semakin banyak yang beriman kepada Allah SWT dan patuh kepada perin_perintahnya.Saya Rodiah yang mengirim nama Calon  IKN BARU tinggal di BANGUN REJO RT 03 DUSUN 01BANGUN REJO RT 03 NO 05  JLN AGATIS GANG LANGGAR BAITURROSATD DEPAN LANGGAR .KECAMATAN TENGGARONG SEBERANG KUKAR KALTIM INDONESIA.TERIMAKASIH.",1,0,0,2023-06-13T01:48:41Z,Asalamualakum warohmatullahi wabarokatuh Saya bersyukur kepada Allah SWT atas pemindahan IKN Baru Saya sebagai warga masyarakat KAlimantan TIMur yang mengirim calon Nama Ibukota Negara Baru yaitu NUSANTARA  JAYA Tetapi yang diambil NUSANTARA Dan jayanya ditinggal Tidak apa semoga kedepan NUSANTARA Di pimpin oleh pemimpin yang   yang sangat Adil dan Bijaksana  sehingga Nusantara menjadi JAYA Seperti apa yang saya inginkan Yaitu Nantinya NUNSANTARA Seluruhnya akan jaya semua Maksud Nusantara Semua Wilayah bekas kerajaan MAJAPAHIT Dahulu kala yang berada di wilayah NUSANTARA Semoga bergabung dengan kesadarannya tanpa melewati peperangan untuk menciptakan perdamaian dunia dan semoga pemimpin kedepan bisa membawa pengaruh kepada seluruh dunia untuk bisa memimpim dan memberi contoh kepada seluruh dunia bahwa kepemimpimnan yang baik menurut kehendak Allah SWT  adalah kepemimpinan yang Adil Makmur sejahtera Damai Sentosa dan rakyatnya rukun baik dibidang agama atau pun Agama Masyarakatnya semoga semakin banyak yang beriman kepada Allah SWT dan patuh kepada perintahnya Saya Rodiah yang mengirim nama Calon  IKN BARU tinggal di BANGUN REJO RT  DUSUN BANGUN REJO RT  NO   JLN AGATIS GANG LANGGAR BAITURROSATD DEPAN LANGGAR KECAMATAN TENGGARONG SEBERANG KUKAR KALimantan TIMur INDONESIA TERIMAKASIH
@muhammadrevaldirevaldi5406,"Vidionya bagus, materinya sangat jelas.",3,0,0,2023-06-12T13:33:35Z,Videonya bagus materinya sangat jelas
@payzo,"Mending tinggal di Madinah, Dubai, atau di Doha sekalian... 😅😅",2,0,2,2023-06-12T02:16:51Z,Mending tinggal di Madinah Dubai atau di Doha sekalian
@hiburansehat2587,Intinya Indonesia bisa maju jika koruptor dihukum mati,3,0,0,2023-06-11T06:29:31Z,Intinya Indonesia bisa maju jika koruptor dihukum mati
@bonceretcapruk3566,Pantas harga harga makin mahal aja,2,0,0,2023-06-09T09:05:20Z,Pantas harga harga makin mahal saja
@wisangdrillian,"banyak orang yg bilang ini buat apa sih, ngabisin apbn aja dll, tapi entah kenapa gue excited, pengen gitu tinggal di kota yang tata kotanya di planning dari awal kaya gini, sudah capek dan muak tinggal di depok dan jakarta, kalo ada kesempatan jelas pengen tinggal disana, semoga kesampaian hehe",1,0,0,2023-06-07T21:42:55Z,banyak orang yg bilang ini buat apa sih ngabisin apbn aja dll tapi entah kenapa saya excited pengen gitu tinggal di kota yang tata kotanya di planning dari awal kaya gini sudah capek dan muak tinggal di depok dan jakarta kalo ada kesempatan jelas pengen tinggal disana semoga kesampaian hehe
@riananae640,"Gua salah satu org yg afirmasi terhadap rencana perpindahan ibu kota dulu saat masih diperdebatkan, Indonesia sejak  pemerintahan pak Jokowi udh mulai berani mengambil kebijakan besar. Pemerintah itu kalo nyari aman terus mungkin Indonesia ga akan pernah maju.",1,1,0,2023-06-07T19:12:20Z,Gua salah satu orang yang afirmasi terhadap rencana perpindahan ibu kota dulu saat masih diperdebatkan Indonesia sejak  pemerintahan pak Jokowi sudah mulai berani mengambil kebijakan besar Pemerintah itu kalo nyari aman terus mungkin Indonesia tidak akan pernah maju
@budiriyat4917,Login,3,1,0,2023-06-07T10:41:17Z,Login
@kurniawansantoso4871,"Kalau Ibu Kota Negara Nusantara sudah jadi kan pusat pemerintahan bakal pindah kesana nih, terus gedung-gedung seperti DPR gedung kementerian bakal jadi apa ya? Apakah jadi gedung ekonomi atau dirobohkan saja untuk jadi lahan hijau?",3,0,1,2023-06-06T04:58:52Z,Kalau Ibu Kota Negara Nusantara sudah jadi kan pusat pemerintahan bakal pindah kesana nih terus gedung gedung seperti DPR gedung kementerian bakal jadi apa ya Apakah jadi gedung ekonomi atau dirobohkan saja untuk jadi lahan hijau
